level_0,index,date_reg,type,maker,model,colour,fuel,state
672,1138,2025-01-03,window_van,Toyota,Vellfire,white,petrol,W.P. Kuala Lumpur
674,1140,2025-01-03,window_van,Toyota,Vellfire,white,petrol,Sarawak
675,1142,2025-01-03,window_van,Toyota,Vellfire,black,petrol,Sarawak
682,1171,2025-01-03,window_van,Toyota,Voxy,black,petrol,W.P. Kuala Lumpur
683,1172,2025-01-03,window_van,Toyota,Voxy,white,petrol,Sarawak
687,1176,2025-01-03,motokar,Volkswagen,Golf,grey,petrol,Selangor
690,1179,2025-01-03,jip,Xpeng,G6,grey,electric,Selangor
691,1180,2025-01-03,jip,Xpeng,G6,black,electric,Selangor
692,1181,2025-01-03,jip,Xpeng,G6,silver,electric,Selangor
694,1183,2025-01-03,window_van,Zeekr,009,white,electric,W.P. Kuala Lumpur
695,1184,2025-01-03,window_van,Zeekr,009,blue,electric,W.P. Kuala Lumpur
696,1185,2025-01-03,window_van,Zeekr,009,black,electric,W.P. Kuala Lumpur
698,1188,2025-01-03,window_van,Zeekr,009,white,electric,Pulau Pinang
700,1191,2025-01-03,jip,Zeekr,X,grey,electric,W.P. Kuala Lumpur
739,1236,2025-01-05,motokar,Ferrari,296,red,hybrid_petrol,Kedah
740,1237,2025-01-05,pick_up,Ford,Ranger,grey,petrol,Kelantan
742,1239,2025-01-05,jip,Mazda,CX-5,red,petrol,Terengganu
743,1240,2025-01-05,motokar,Mercedes Benz,CLA,black,petrol,Kedah
747,1245,2025-01-05,motokar_pelbagai_utiliti,Perodua,Alza,white,petrol,Kelantan
752,1252,2025-01-05,window_van,Toyota,Alphard,white,petrol,Kedah
753,1253,2025-01-05,jip,Toyota,Harrier,black,petrol,Kedah
754,1254,2025-01-05,pick_up,Toyota,Hilux,white,greendiesel,Kelantan
755,1255,2025-01-05,window_van,Toyota,Vellfire,white,petrol,Kedah
757,1257,2025-01-05,motokar,Toyota,Vios,white,petrol,Kedah
758,1258,2025-01-06,motokar,Audi,RS3,green,petrol,W.P. Kuala Lumpur
760,1260,2025-01-06,motokar,BMW,4 Series,black,petrol,W.P. Kuala Lumpur
761,1261,2025-01-06,jip,BMW,X1,white,petrol,Pulau Pinang
771,1339,2025-01-06,jip,BMW,iX2,white,electric,W.P. Kuala Lumpur
774,1343,2025-01-06,jip,BYD,Sealion,black,electric,W.P. Kuala Lumpur
775,1344,2025-01-06,window_van,Cam,Kingo,white,greendiesel,Melaka
776,1345,2025-01-06,window_van,Cam,Placer-X,white,diesel,Selangor
781,1358,2025-01-06,jip,Chery,Jaecoo J7,black,petrol,Pulau Pinang
782,1364,2025-01-06,jip,Chery,Jaecoo J7,green,petrol,Pulau Pinang
783,1367,2025-01-06,jip,Chery,Jaecoo J7,black,petrol,W.P. Kuala Lumpur
786,1374,2025-01-06,jip,Chery,Omoda 5,white,petrol,W.P. Kuala Lumpur
789,1379,2025-01-06,jip,Chery,Tiggo,white,petrol,W.P. Kuala Lumpur
795,1386,2025-01-06,pick_up,Ford,Ranger,black,petrol,W.P. Kuala Lumpur
796,1387,2025-01-06,pick_up,Ford,Ranger,white,greendiesel,Perak
797,1389,2025-01-06,pick_up,Ford,Ranger,grey,greendiesel,W.P. Kuala Lumpur
798,1391,2025-01-06,pick_up,Ford,Ranger,black,greendiesel,Sabah
800,1394,2025-01-06,pick_up,Ford,Ranger,black,greendiesel,Kedah
804,1403,2025-01-06,window_van,Foton,View,white,greendiesel,W.P. Kuala Lumpur
810,1414,2025-01-06,jip,Honda,CR-V,grey,petrol,Sarawak
811,1415,2025-01-06,jip,Honda,CR-V,grey,hybrid_petrol,Pulau Pinang
813,1417,2025-01-06,jip,Honda,CR-V,white,petrol,W.P. Kuala Lumpur
817,1421,2025-01-06,motokar,Honda,Civic,white,petrol,Selangor
818,1422,2025-01-06,motokar,Honda,Civic,blue,petrol,W.P. Kuala Lumpur
819,1423,2025-01-06,motokar,Honda,Civic,white,petrol,W.P. Kuala Lumpur
820,1424,2025-01-06,motokar,Honda,Civic,blue,petrol,Kelantan
821,1426,2025-01-06,motokar,Honda,HR-V,black,petrol,Terengganu
823,1428,2025-01-06,window_van,Honda,N-Box,black,petrol,Sarawak
825,1430,2025-01-06,window_van,Honda,Odyssey,white,petrol,W.P. Kuala Lumpur
830,1438,2025-01-06,motokar,Lamborghini,Revuelto,green,hybrid_petrol,W.P. Kuala Lumpur
831,1439,2025-01-06,jip,Land Rover,Defender,black,diesel,W.P. Kuala Lumpur
832,1440,2025-01-06,jip,Land Rover,Range Rover,white,petrol,W.P. Kuala Lumpur
833,1441,2025-01-06,jip,Lexus,LX,silver,petrol,Sarawak
834,1442,2025-01-06,jip,Lexus,LX,white,petrol,Sarawak
835,1443,2025-01-06,jip,Lexus,NX,white,petrol,Selangor
837,1445,2025-01-06,jip,Lexus,RX,white,petrol,Selangor
842,1451,2025-01-06,motokar,MG,MG5,yellow,petrol,W.P. Kuala Lumpur
851,1463,2025-01-06,jip,Mazda,CX-5,gold,petrol,Selangor
854,1468,2025-01-06,jip,Mazda,CX-5,black,petrol,Selangor
856,1470,2025-01-06,motokar,Mercedes Benz,A-Class,black,petrol,W.P. Kuala Lumpur
857,1471,2025-01-06,motokar,Mercedes Benz,A-Class,blue,petrol,W.P. Kuala Lumpur
858,1473,2025-01-06,motokar,Mercedes Benz,A-Class,silver,petrol,Pahang
862,1477,2025-01-06,motokar,Mercedes Benz,CLA,white,petrol,Sarawak
863,1478,2025-01-06,motokar,Mercedes Benz,CLA,black,petrol,Melaka
866,1481,2025-01-06,motokar,Mercedes Benz,E-Class,grey,petrol,W.P. Kuala Lumpur
867,1482,2025-01-06,jip,Mercedes Benz,EQE,grey,electric,Sarawak
870,1485,2025-01-06,jip,Mercedes Benz,GLA,white,hybrid_petrol,W.P. Kuala Lumpur
873,1488,2025-01-06,jip,Mercedes Benz,GLC,black,petrol,W.P. Kuala Lumpur
874,1491,2025-01-06,jip,Mercedes Benz,GLE,black,hybrid_petrol,W.P. Kuala Lumpur
875,1492,2025-01-06,motokar,Mini,Cooper,orange,petrol,Selangor
876,1493,2025-01-06,motokar,Mini,John Cooper Works,black,petrol,Selangor
882,1507,2025-01-06,motokar,Neta,V,green,electric,W.P. Kuala Lumpur
883,1508,2025-01-06,motokar,Nissan,Almera,orange,petrol,Sabah
900,1543,2025-01-06,motokar,Perodua,Bezza,white,petrol,Terengganu
905,1554,2025-01-06,motokar,Perodua,Myvi,grey,petrol,W.P. Kuala Lumpur
908,1560,2025-01-06,motokar,Porsche,718 Boxster,white,petrol,W.P. Kuala Lumpur
909,1561,2025-01-06,motokar,Porsche,718 Cayman,red,petrol,W.P. Kuala Lumpur
910,1562,2025-01-06,motokar,Porsche,911 Carrera,black,petrol,W.P. Kuala Lumpur
911,1563,2025-01-06,motokar,Porsche,911 Carrera,silver,petrol,W.P. Kuala Lumpur
912,1564,2025-01-06,jip,Porsche,Cayenne,white,petrol,Selangor
914,1567,2025-01-06,jip,Porsche,Macan,white,petrol,W.P. Kuala Lumpur
915,1568,2025-01-06,motokar,Porsche,Taycan,grey,electric,W.P. Kuala Lumpur
921,1575,2025-01-06,motokar,Proton,Persona,grey,petrol,Kedah
935,1622,2025-01-06,motokar,Proton,Saga,grey,petrol,Sabah
936,1636,2025-01-06,motokar,Proton,Saga,white,petrol,W.P. Kuala Lumpur
939,1650,2025-01-06,jip,Proton,X50,white,petrol,Melaka
942,1656,2025-01-06,jip,Proton,X70,black,petrol,W.P. Kuala Lumpur
944,1662,2025-01-06,jip,Proton,X70,silver,petrol,Selangor
946,1664,2025-01-06,jip,Rolls Royce,Cullinan,red,petrol,Selangor
947,1665,2025-01-06,motokar,Rolls Royce,Spectre,maroon,electric,W.P. Kuala Lumpur
948,1666,2025-01-06,motokar,Smart,Brabus,grey,electric,Melaka
951,1669,2025-01-06,jip,Subaru,XV,black,petrol,Selangor
954,1672,2025-01-06,jip,Suzuki,Jimny Sierra,grey,petrol,W.P. Kuala Lumpur
955,1673,2025-01-06,jip,Suzuki,Jimny Sierra,black,petrol,W.P. Kuala Lumpur
957,1675,2025-01-06,motokar,Toyota,86,red,petrol,Melaka
959,1678,2025-01-06,window_van,Toyota,Alphard,black,petrol,W.P. Kuala Lumpur
960,1679,2025-01-06,window_van,Toyota,Alphard,white,petrol,W.P. Kuala Lumpur
961,1682,2025-01-06,window_van,Toyota,Alphard,white,petrol,Selangor
963,1691,2025-01-06,window_van,Toyota,Alphard,white,petrol,Pulau Pinang
964,1693,2025-01-06,window_van,Toyota,Alphard,black,petrol,Selangor
965,1696,2025-01-06,window_van,Toyota,Alphard,black,petrol,Sarawak
966,1699,2025-01-06,window_van,Toyota,Alphard,black,petrol,Melaka
967,1702,2025-01-06,window_van,Toyota,Alphard,black,petrol,Pulau Pinang
968,1704,2025-01-06,window_van,Toyota,Alphard,white,petrol,Sarawak
969,1705,2025-01-06,window_van,Toyota,Alphard,black,petrol,Sabah
976,1718,2025-01-06,window_van,Toyota,Estima,black,petrol,Selangor
979,1722,2025-01-06,jip,Toyota,Harrier,grey,petrol,Selangor
980,1723,2025-01-06,jip,Toyota,Harrier,black,petrol,W.P. Kuala Lumpur
981,1727,2025-01-06,pick_up,Toyota,Hilux,black,greendiesel,Perak
982,1728,2025-01-06,pick_up,Toyota,Hilux,white,greendiesel,Sabah
983,1729,2025-01-06,pick_up,Toyota,Hilux,brown,greendiesel,Perak
984,1731,2025-01-06,pick_up,Toyota,Hilux,white,greendiesel,Pulau Pinang
985,1732,2025-01-06,pick_up,Toyota,Hilux,white,greendiesel,Perak
986,1733,2025-01-06,pick_up,Toyota,Hilux,white,greendiesel,Sarawak
987,1734,2025-01-06,pick_up,Toyota,Hilux,brown,greendiesel,Selangor
988,1735,2025-01-06,pick_up,Toyota,Hilux,white,greendiesel,W.P. Kuala Lumpur
989,1736,2025-01-06,pick_up,Toyota,Hilux,black,greendiesel,Pahang
990,1737,2025-01-06,motokar_pelbagai_utiliti,Toyota,Innova,white,petrol,Sabah
994,1742,2025-01-06,jip,Toyota,Land Cruiser,white,diesel,W.P. Kuala Lumpur
995,1743,2025-01-06,jip,Toyota,Land Cruiser Prado,white,diesel,Sabah
998,1746,2025-01-06,window_van,Toyota,Vellfire,white,petrol,Selangor
999,1747,2025-01-06,window_van,Toyota,Vellfire,white,petrol,W.P. Kuala Lumpur
1000,1748,2025-01-06,window_van,Toyota,Vellfire,black,petrol,Selangor
1001,1750,2025-01-06,window_van,Toyota,Vellfire,white,petrol,Pulau Pinang
1002,1751,2025-01-06,window_van,Toyota,Vellfire,black,petrol,Sarawak
1003,1753,2025-01-06,window_van,Toyota,Vellfire,black,petrol,Pulau Pinang
1009,1776,2025-01-06,window_van,Toyota,Voxy,white,petrol,Kedah
1010,1777,2025-01-06,window_van,Toyota,Voxy,white,petrol,Perak
1014,1781,2025-01-06,window_van,Zeekr,009,black,electric,W.P. Kuala Lumpur
1015,1782,2025-01-06,window_van,Zeekr,009,white,electric,W.P. Kuala Lumpur
1016,1786,2025-01-06,window_van,Zeekr,009,white,electric,Selangor
1018,1789,2025-01-06,jip,Zeekr,X,beige,electric,W.P. Kuala Lumpur
1020,1791,2025-01-07,motokar,Aston Martin,Vantage,orange,petrol,W.P. Kuala Lumpur
1021,1792,2025-01-07,jip,Audi,Q8,grey,electric,W.P. Kuala Lumpur
1022,1793,2025-01-07,motokar,BMW,5 Series,black,petrol,Sabah
1023,1794,2025-01-07,motokar,BMW,X2,black,petrol,W.P. Kuala Lumpur
1024,1795,2025-01-07,jip,BMW,X4,grey,petrol,W.P. Kuala Lumpur
1029,1803,2025-01-07,jip,BMW,iX3,white,electric,W.P. Kuala Lumpur
1032,1807,2025-01-07,motokar,BYD,Dolphin,white,electric,Selangor
1034,1812,2025-01-07,motokar_pelbagai_utiliti,BYD,M6,black,electric,Sabah
1035,1813,2025-01-07,motokar_pelbagai_utiliti,BYD,M6,white,electric,Sabah
1036,1814,2025-01-07,motokar_pelbagai_utiliti,BYD,M6,grey,electric,Sarawak
1039,1817,2025-01-07,jip,BYD,Sealion,white,electric,Selangor
1040,1818,2025-01-07,jip,BYD,Sealion,black,electric,Sabah
1041,1819,2025-01-07,jip,BYD,Sealion,black,electric,Pulau Pinang
1042,1820,2025-01-07,jip,BYD,Sealion,grey,electric,Selangor
1043,1821,2025-01-07,jip,Bentley,Bentayga,black,petrol,Pulau Pinang
1044,1822,2025-01-07,window_van,Boon Koon,Van,white,greendiesel,W.P. Kuala Lumpur
1045,1823,2025-01-07,window_van,Cam,Placer-X,white,greendiesel,W.P. Kuala Lumpur
1046,1825,2025-01-07,jip,Chery,Jaecoo J7,green,petrol,W.P. Kuala Lumpur
1047,1826,2025-01-07,jip,Chery,Jaecoo J7,green,petrol,Sarawak
1052,1841,2025-01-07,jip,Chery,Jaecoo J7,black,petrol,W.P. Kuala Lumpur
1053,1842,2025-01-07,jip,Chery,Jaecoo J7,white,petrol,Pulau Pinang
1056,1851,2025-01-07,jip,Chery,Omoda 5,black,petrol,Johor
1064,1864,2025-01-07,pick_up,Ford,Ranger,black,greendiesel,Johor
1065,1866,2025-01-07,pick_up,Ford,Ranger,orange,petrol,Johor
1067,1868,2025-01-07,pick_up,Ford,Ranger,grey,greendiesel,W.P. Kuala Lumpur
1069,1871,2025-01-07,pick_up,Ford,Ranger,grey,petrol,Sabah
1070,1872,2025-01-07,pick_up,Ford,Ranger,white,greendiesel,Johor
1071,1874,2025-01-07,pick_up,Ford,Ranger,blue,greendiesel,Perak
1072,1878,2025-01-07,pick_up,Ford,Ranger,white,greendiesel,W.P. Kuala Lumpur
1073,1882,2025-01-07,pick_up,Ford,Ranger,grey,greendiesel,Kedah
1075,1884,2025-01-07,window_van,Foton,View,white,greendiesel,Johor
1080,1890,2025-01-07,jip,Great Wall,Haval H6,green,hybrid_petrol,Pulau Pinang
1082,1894,2025-01-07,jip,Great Wall,Haval H6,white,hybrid_petrol,Melaka
1083,1895,2025-01-07,jip,Great Wall,Haval H6,silver,hybrid_petrol,Johor
1086,1899,2025-01-07,jip,Great Wall,Haval H6,silver,hybrid_petrol,Perak
1095,1913,2025-01-07,motokar,Honda,City,silver,petrol,Kedah
1097,1916,2025-01-07,motokar,Honda,Civic,black,petrol,W.P. Kuala Lumpur
1098,1917,2025-01-07,motokar,Honda,Civic,white,petrol,Selangor
1099,1918,2025-01-07,motokar,Honda,Civic,black,petrol,Kelantan
1105,1924,2025-01-07,window_van,Honda,N-Box,brown,petrol,Sarawak
1106,1925,2025-01-07,window_van,Honda,Odyssey,white,petrol,Perak
1108,1927,2025-01-07,window_van,Honda,Odyssey,maroon,petrol,Johor
1109,1928,2025-01-07,window_van,Honda,STEPWGN,black,petrol,Kedah
1110,1929,2025-01-07,window_van,Honda,STEPWGN,white,petrol,Pulau Pinang
1114,1935,2025-01-07,motokar,Honda,WR-V,grey,petrol,W.P. Kuala Lumpur
1115,1937,2025-01-07,pick_up,Isuzu,D-Max,blue,greendiesel,Pulau Pinang
1120,1942,2025-01-07,jip,Jeep,Wrangler,black,petrol,Perak
1122,1944,2025-01-07,jip,Lamborghini,Urus,black,petrol,W.P. Kuala Lumpur
1123,1945,2025-01-07,jip,Lamborghini,Urus,green,petrol,W.P. Kuala Lumpur
1125,1947,2025-01-07,jip,Land Rover,Defender,black,petrol,Selangor
1126,1948,2025-01-07,jip,Land Rover,Range Rover,white,diesel,W.P. Kuala Lumpur
1127,1949,2025-01-07,jip,Land Rover,Range Rover Sport,grey,petrol,Pulau Pinang
1128,1950,2025-01-07,motokar,Lexus,IS,white,petrol,W.P. Kuala Lumpur
1129,1951,2025-01-07,motokar,Lexus,IS,grey,petrol,W.P. Kuala Lumpur
1130,1952,2025-01-07,jip,Lexus,NX,white,petrol,Johor
1132,1954,2025-01-07,jip,Lexus,NX,grey,petrol,W.P. Kuala Lumpur
1133,1955,2025-01-07,jip,Lexus,NX,white,petrol,Selangor
1134,1956,2025-01-07,jip,Lexus,NX,black,petrol,Selangor
1135,1957,2025-01-07,jip,Lexus,NX,white,petrol,W.P. Kuala Lumpur
1136,1958,2025-01-07,jip,Lexus,NX,white,petrol,Kedah
1137,1959,2025-01-07,jip,Lexus,RX,black,petrol,Pulau Pinang
1139,1961,2025-01-07,jip,Lexus,RX,black,petrol,Sarawak
1140,1962,2025-01-07,jip,Lexus,RX,black,petrol,Selangor
1141,1963,2025-01-07,jip,Lexus,ZX,black,petrol,Sabah
1142,1964,2025-01-07,jip,MG,MG HS,grey,petrol,Pulau Pinang
1145,1967,2025-01-07,motokar,MG,MG5,yellow,petrol,Pulau Pinang
1147,1969,2025-01-07,motokar,MG,MG5,black,petrol,W.P. Kuala Lumpur
1148,1970,2025-01-07,motokar,MG,ZS EV,black,electric,W.P. Kuala Lumpur
1158,1987,2025-01-07,jip,Mazda,CX-5,red,petrol,W.P. Kuala Lumpur
1160,1994,2025-01-07,jip,Mazda,CX-8,gold,petrol,Kelantan
1163,1997,2025-01-07,motokar,Mercedes Benz,A-Class,black,petrol,Johor
1164,1998,2025-01-07,motokar,Mercedes Benz,A-Class,grey,petrol,W.P. Kuala Lumpur
1165,1999,2025-01-07,motokar,Mercedes Benz,A-Class,white,petrol,Pulau Pinang
1170,2007,2025-01-07,motokar,Mercedes Benz,C-Class,black,hybrid_petrol,Pulau Pinang
1171,2008,2025-01-07,motokar,Mercedes Benz,CLA,blue,petrol,W.P. Kuala Lumpur
1172,2009,2025-01-07,motokar,Mercedes Benz,CLA,white,petrol,W.P. Kuala Lumpur
1173,2011,2025-01-07,motokar,Mercedes Benz,CLA,yellow,petrol,Sarawak
1176,2014,2025-01-07,motokar,Mercedes Benz,E-Class,white,hybrid_petrol,Johor
1177,2015,2025-01-07,jip,Mercedes Benz,G-Class,black,petrol,Selangor
1178,2016,2025-01-07,jip,Mercedes Benz,GLE,black,petrol,Johor
1180,2018,2025-01-07,jip,Mini,Aceman,orange,electric,Perak
1182,2020,2025-01-07,jip,Mini,Countryman,silver,electric,W.P. Kuala Lumpur
1184,2022,2025-01-07,motokar,Mini,John Cooper Works,green,petrol,W.P. Kuala Lumpur
1185,2023,2025-01-07,window_van,Mitsubishi,Delica,white,diesel,Sabah
1190,2030,2025-01-07,motokar_pelbagai_utiliti,Mitsubishi,Xpander,grey,petrol,Melaka
1193,2044,2025-01-07,motokar_pelbagai_utiliti,Mitsubishi,Xpander,white,petrol,Pahang
1194,2045,2025-01-07,motokar_pelbagai_utiliti,Mitsubishi,Xpander,white,petrol,Kelantan
1195,2050,2025-01-07,motokar_pelbagai_utiliti,Mitsubishi,Xpander,white,petrol,W.P. Kuala Lumpur
1205,2073,2025-01-07,jip,Perodua,Aruz,black,petrol,Selangor
1206,2074,2025-01-07,jip,Perodua,Aruz,grey,petrol,W.P. Kuala Lumpur
1211,2087,2025-01-07,jip,Perodua,Ativa,white,petrol,Melaka
1217,2111,2025-01-07,motokar,Perodua,Axia,grey,petrol,W.P. Kuala Lumpur
1223,2148,2025-01-07,motokar,Perodua,Bezza,silver,petrol,Sabah
1227,2154,2025-01-07,motokar,Perodua,Myvi,white,petrol,Pahang
1235,2171,2025-01-07,motokar,Porsche,911 Carrera,grey,petrol,W.P. Kuala Lumpur
1236,2172,2025-01-07,motokar,Porsche,911 Carrera,grey,petrol,Kedah
1238,2175,2025-01-07,jip,Porsche,Cayenne,black,petrol,W.P. Kuala Lumpur
1239,2176,2025-01-07,jip,Porsche,Cayenne,white,petrol,W.P. Kuala Lumpur
1248,2195,2025-01-07,motokar,Proton,Persona,grey,petrol,W.P. Kuala Lumpur
1254,2209,2025-01-07,motokar,Proton,S70,blue,petrol,W.P. Kuala Lumpur
1264,2294,2025-01-07,jip,Proton,X50,grey,petrol,Selangor
1265,2295,2025-01-07,jip,Proton,X50,blue,petrol,Selangor
1268,2301,2025-01-07,jip,Proton,X70,grey,petrol,W.P. Kuala Lumpur
1270,2304,2025-01-07,jip,Proton,X90,white,petrol,Johor
1275,2312,2025-01-07,motokar,Subaru,BRZ,grey,petrol,W.P. Kuala Lumpur
1280,2317,2025-01-07,jip,Suzuki,Jimny Sierra,black,petrol,Selangor
1281,2318,2025-01-07,jip,Suzuki,Jimny Sierra,green,petrol,W.P. Kuala Lumpur
1282,2320,2025-01-07,jip,Suzuki,Jimny Sierra,grey,petrol,W.P. Kuala Lumpur
1284,2322,2025-01-07,motokar,Suzuki,Swift,blue,petrol,W.P. Kuala Lumpur
1285,2323,2025-01-07,motokar,Tesla,Model Y,black,electric,W.P. Kuala Lumpur
1286,2324,2025-01-07,motokar,Toyota,86,grey,petrol,Selangor
1287,2325,2025-01-07,window_van,Toyota,Alphard,white,petrol,Perak
1288,2326,2025-01-07,window_van,Toyota,Alphard,white,petrol,W.P. Kuala Lumpur
1290,2328,2025-01-07,window_van,Toyota,Alphard,black,petrol,W.P. Kuala Lumpur
1291,2332,2025-01-07,window_van,Toyota,Alphard,white,petrol,Melaka
1292,2333,2025-01-07,window_van,Toyota,Alphard,white,petrol,Johor
1293,2336,2025-01-07,window_van,Toyota,Alphard,white,petrol,Pulau Pinang
1294,2337,2025-01-07,window_van,Toyota,Alphard,black,petrol,Pulau Pinang
1295,2340,2025-01-07,window_van,Toyota,Alphard,black,petrol,Johor
1297,2346,2025-01-07,window_van,Toyota,Alphard,black,petrol,Pahang
1298,2347,2025-01-07,window_van,Toyota,Alphard,black,petrol,Kedah
1299,2351,2025-01-07,window_van,Toyota,Alphard,white,petrol,Sarawak
1300,2356,2025-01-07,window_van,Toyota,Alphard,black,petrol,Sarawak
1308,2390,2025-01-07,jip,Toyota,Fortuner,white,greendiesel,W.P. Kuala Lumpur
1309,2391,2025-01-07,motokar,Toyota,GR86,white,petrol,W.P. Kuala Lumpur
1310,2392,2025-01-07,motokar,Toyota,GR86,red,petrol,Selangor
1311,2393,2025-01-07,jip,Toyota,Harrier,black,petrol,W.P. Kuala Lumpur
1313,2395,2025-01-07,jip,Toyota,Harrier,black,petrol,Johor
1314,2397,2025-01-07,jip,Toyota,Harrier,white,petrol,W.P. Kuala Lumpur
1315,2398,2025-01-07,jip,Toyota,Harrier,black,petrol,Negeri Sembilan
1316,2399,2025-01-07,jip,Toyota,Harrier,white,petrol,Selangor
1317,2400,2025-01-07,jip,Toyota,Harrier,grey,petrol,W.P. Kuala Lumpur
1320,2403,2025-01-07,jip,Toyota,Harrier,white,petrol,Kedah
1322,2408,2025-01-07,pick_up,Toyota,Hilux,white,greendiesel,Sabah
1323,2409,2025-01-07,pick_up,Toyota,Hilux,white,greendiesel,W.P. Kuala Lumpur
1324,2410,2025-01-07,pick_up,Toyota,Hilux,black,greendiesel,Selangor
1325,2411,2025-01-07,pick_up,Toyota,Hilux,brown,greendiesel,Pulau Pinang
1326,2412,2025-01-07,pick_up,Toyota,Hilux,brown,greendiesel,Pahang
1327,2413,2025-01-07,pick_up,Toyota,Hilux,white,greendiesel,Kedah
1328,2414,2025-01-07,pick_up,Toyota,Hilux,silver,greendiesel,Sarawak
1329,2415,2025-01-07,pick_up,Toyota,Hilux,white,greendiesel,Sarawak
1330,2416,2025-01-07,pick_up,Toyota,Hilux,silver,greendiesel,Pulau Pinang
1331,2417,2025-01-07,pick_up,Toyota,Hilux,brown,greendiesel,Johor
1332,2418,2025-01-07,pick_up,Toyota,Hilux,black,greendiesel,Sabah
1333,2419,2025-01-07,pick_up,Toyota,Hilux,red,greendiesel,W.P. Kuala Lumpur
1335,2422,2025-01-07,pick_up,Toyota,Hilux,brown,greendiesel,Selangor
1336,2423,2025-01-07,pick_up,Toyota,Hilux,black,greendiesel,Johor
1337,2426,2025-01-07,pick_up,Toyota,Hilux,black,greendiesel,Terengganu
1338,2427,2025-01-07,pick_up,Toyota,Hilux,red,greendiesel,Pahang
1339,2428,2025-01-07,pick_up,Toyota,Hilux,white,greendiesel,Kelantan
1340,2431,2025-01-07,pick_up,Toyota,Hilux,silver,greendiesel,Selangor
1341,2432,2025-01-07,pick_up,Toyota,Hilux,red,greendiesel,Selangor
1342,2433,2025-01-07,pick_up,Toyota,Hilux,silver,greendiesel,Johor
1343,2435,2025-01-07,pick_up,Toyota,Hilux,silver,greendiesel,Pahang
1344,2437,2025-01-07,pick_up,Toyota,Hilux,black,greendiesel,Perak
1345,2438,2025-01-07,pick_up,Toyota,Hilux,brown,greendiesel,Perak
1348,2442,2025-01-07,jip,Toyota,Land Cruiser,white,petrol,Sarawak
1349,2443,2025-01-07,jip,Toyota,Land Cruiser,black,petrol,Sarawak
1350,2444,2025-01-07,jip,Toyota,Land Cruiser,white,petrol,Johor
1351,2445,2025-01-07,jip,Toyota,Land Cruiser,white,petrol,Selangor
1352,2447,2025-01-07,jip,Toyota,Land Cruiser,white,petrol,W.P. Kuala Lumpur
1353,2448,2025-01-07,motokar,Toyota,Mark X,black,petrol,W.P. Kuala Lumpur
1354,2449,2025-01-07,window_van,Toyota,Noah,white,petrol,W.P. Kuala Lumpur
1355,2450,2025-01-07,motokar,Toyota,Supra,white,petrol,Kedah
1356,2451,2025-01-07,window_van,Toyota,Vellfire,white,petrol,Selangor
1357,2452,2025-01-07,window_van,Toyota,Vellfire,white,petrol,Johor
1358,2453,2025-01-07,window_van,Toyota,Vellfire,white,petrol,W.P. Kuala Lumpur
1364,2474,2025-01-07,motokar,Toyota,Vios,red,petrol,Sabah
1366,2482,2025-01-07,window_van,Toyota,Voxy,white,petrol,W.P. Kuala Lumpur
1368,2484,2025-01-07,window_van,Toyota,Voxy,black,petrol,Johor
1370,2486,2025-01-07,motokar,Toyota,Yaris,white,petrol,Sarawak
1372,2489,2025-01-07,jip,Volkswagen,Tiguan,black,petrol,W.P. Kuala Lumpur
1373,2490,2025-01-07,jip,Volvo,EX30,blue,electric,Pulau Pinang
1375,2493,2025-01-07,window_van,Weststar Maxus,G10,black,petrol,Pahang
1377,2495,2025-01-07,window_van,Zeekr,009,white,electric,W.P. Kuala Lumpur
1378,2498,2025-01-07,window_van,Zeekr,009,blue,electric,W.P. Kuala Lumpur
1380,2500,2025-01-07,jip,Zeekr,X,beige,electric,Selangor
1385,2505,2025-01-08,jip,BMW,X6,black,petrol,W.P. Kuala Lumpur
1391,2511,2025-01-08,jip,BYD,Sealion,white,electric,Sabah
1392,2512,2025-01-08,jip,BYD,Sealion,grey,electric,Sabah
1393,2513,2025-01-08,jip,BYD,Sealion,white,electric,W.P. Kuala Lumpur
1394,2514,2025-01-08,window_van,Cam,Kingo,white,greendiesel,Selangor
1395,2515,2025-01-08,window_van,Cam,Placer-X,white,greendiesel,Pulau Pinang
1397,2517,2025-01-08,jip,Chery,Jaecoo J7,black,petrol,W.P. Kuala Lumpur
1398,2520,2025-01-08,jip,Chery,Jaecoo J7,green,petrol,W.P. Kuala Lumpur
1400,2524,2025-01-08,jip,Chery,Jaecoo J7,silver,petrol,W.P. Kuala Lumpur
1401,2528,2025-01-08,jip,Chery,Jaecoo J7,silver,petrol,Selangor
1402,2529,2025-01-08,jip,Chery,Jaecoo J7,white,petrol,Pulau Pinang
1403,2532,2025-01-08,jip,Chery,Jaecoo J7,black,petrol,Johor
1405,2534,2025-01-08,jip,Chery,Jaecoo J7,silver,petrol,Johor
1409,2546,2025-01-08,jip,Chery,Omoda 5,white,petrol,Selangor
